dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	successive_ss_avg	successive_ss_std	piA_avg	piA_std	piB_avg	piB_std	pearson_r_pi	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	pearson_r_theta	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	minDivAB_avg	minDivAB_std	maxDivAB_avg	maxDivAB_std	Gmin_avg	Gmin_std	Gmax_avg	Gmax_std	FST_avg	FST_std	pearson_r_divAB_netDivAB	pearson_r_divAB_FST	pearson_r_netDivAB_FST	ss_sf	ss_noSf	noSs_sf	noSs_noSf
794	205.90000	18.14470	37.29000	10.59650	100.02000	18.38694	68.20000	14.37637	0.39000	1.32586	0.04000	0.39799	0.02804	0.00649	0.01904	0.00537	-0.29726	0.02830	0.00521	0.01933	0.00408	-0.21540	-0.04727	0.50482	-0.09814	0.53359	0.08172	0.00893	0.05818	0.00940	0.07027	0.00924	0.09404	0.01013	0.85849	0.03977	1.15189	0.04409	0.55766	0.06218	0.92657	0.54979	0.82164	19.00000	0.00000	81.00000	0.00000
795	181.95000	20.08302	0.03000	0.29850	78.66000	12.28432	73.32000	11.25778	29.94000	10.62056	2.01000	1.06297	0.02583	0.00556	0.02500	0.00564	0.60919	0.03061	0.00465	0.02911	0.00491	0.41627	-0.66173	0.38484	-0.60018	0.36143	0.03039	0.00611	0.00498	0.00221	0.01308	0.00411	0.04850	0.01046	0.42969	0.09879	1.59608	0.12267	0.09100	0.03347	0.62842	0.20512	0.87494	1.00000	99.00000	0.00000	0.00000
796	229.98000	25.72624	29.36000	13.80617	162.25000	25.58921	37.53000	10.50567	0.84000	1.80953	0.21000	0.66776	0.04560	0.00820	0.01118	0.00428	0.00951	0.04597	0.00728	0.01082	0.00323	-0.06118	-0.03524	0.34649	0.07857	0.68246	0.08204	0.01499	0.05365	0.01495	0.06733	0.01484	0.09734	0.01524	0.81662	0.05636	1.19322	0.06276	0.48618	0.08214	0.95192	0.69947	0.88139	25.00000	0.00000	75.00000	0.00000
797	174.26000	23.70722	0.04000	0.24166	67.36000	16.13228	49.68000	14.28347	57.18000	18.44797	5.08000	2.51666	0.03752	0.00943	0.03346	0.00802	0.37393	0.03510	0.00691	0.03012	0.00607	0.41671	0.25463	0.48721	0.44898	0.57931	0.04643	0.00943	0.01094	0.00589	0.01587	0.00609	0.07378	0.01226	0.34476	0.11845	1.60863	0.17540	0.13585	0.06358	0.64102	0.32605	0.91952	3.00000	97.00000	0.00000	0.00000
798	201.83000	21.60188	73.79000	13.93578	4.63000	2.19843	123.41000	20.19262	0.00000	0.00000	0.00000	0.00000	0.00138	0.00077	0.03466	0.00688	0.02153	0.00131	0.00062	0.03479	0.00569	-0.00987	0.13980	0.79103	-0.01920	0.38454	0.10791	0.01399	0.08989	0.01390	0.09903	0.01410	0.11707	0.01443	0.91672	0.03221	1.08610	0.03017	0.71722	0.05155	0.96905	0.48528	0.68434	0.00000	0.00000	100.00000	0.00000
799	139.99000	18.81462	0.00000	0.00000	55.54000	9.63890	48.60000	8.12158	35.85000	12.74863	2.76000	1.53701	0.02204	0.00564	0.02094	0.00511	0.79711	0.02576	0.00467	0.02380	0.00448	0.67835	-0.61906	0.46124	-0.51063	0.43084	0.02372	0.00565	0.00223	0.00173	0.00637	0.00239	0.04123	0.00982	0.27224	0.08974	1.74762	0.17733	0.05044	0.03282	0.45537	0.15571	0.93524	0.00000	100.00000	0.00000	0.00000
800	222.04000	29.18524	3.94000	5.25132	133.35000	24.80821	56.14000	13.84126	28.61000	16.09590	2.55000	1.75713	0.04592	0.00923	0.02657	0.00951	0.16156	0.04565	0.00757	0.02389	0.00703	0.26994	0.01438	0.35388	0.40074	0.64502	0.06307	0.01148	0.02682	0.00927	0.03817	0.00961	0.08697	0.01545	0.60522	0.10267	1.38512	0.11271	0.27415	0.07828	0.78348	0.39307	0.86814	59.00000	39.00000	2.00000	0.00000
801	271.13000	27.15867	15.55000	6.16664	133.20000	18.60269	120.22000	18.38455	2.16000	2.73027	0.09000	0.28618	0.03658	0.00638	0.03382	0.00618	0.12715	0.03815	0.00540	0.03450	0.00536	0.15366	-0.17557	0.37662	-0.08580	0.35468	0.07752	0.00918	0.04232	0.00800	0.06312	0.00927	0.09283	0.01082	0.81229	0.04485	1.19892	0.05118	0.38090	0.05532	0.85815	0.40423	0.81406	67.00000	1.00000	32.00000	0.00000
802	331.96000	25.77748	44.91000	10.74625	144.04000	20.08827	142.41000	20.17429	0.60000	1.26491	0.04000	0.24166	0.04068	0.00680	0.03965	0.00668	-0.06791	0.04077	0.00571	0.04031	0.00571	-0.06619	-0.00829	0.35492	-0.07009	0.35927	0.11928	0.01143	0.07912	0.01094	0.10364	0.01188	0.13575	0.01181	0.86778	0.03470	1.13957	0.03755	0.50173	0.04673	0.91627	0.48759	0.79507	29.00000	0.00000	71.00000	0.00000
803	115.29000	14.08282	1.77000	1.96904	85.30000	13.49333	25.69000	5.93076	2.53000	2.83357	0.20000	0.48990	0.01801	0.00333	0.00753	0.00246	-0.06714	0.02476	0.00376	0.00795	0.00204	-0.06244	-1.11538	0.30925	-0.23707	0.58094	0.02097	0.00457	0.00820	0.00345	0.01191	0.00406	0.03073	0.00565	0.55840	0.10733	1.48180	0.14689	0.24105	0.07036	0.91304	0.69076	0.91725	36.00000	28.00000	28.00000	8.00000
804	130.56000	18.85859	0.00000	0.00000	36.89000	7.92956	47.56000	9.29335	46.11000	12.78741	3.92000	1.62899	0.02235	0.00507	0.02360	0.00539	0.76556	0.02340	0.00440	0.02640	0.00464	0.71952	-0.19621	0.40713	-0.45639	0.40455	0.02498	0.00534	0.00201	0.00132	0.00434	0.00225	0.04439	0.00922	0.17807	0.08678	1.78467	0.15109	0.04303	0.02533	0.43203	0.07680	0.91274	0.00000	100.00000	0.00000	0.00000
805	201.86000	18.11244	102.42000	13.98870	22.05000	6.34567	77.39000	17.69796	0.00000	0.00000	0.00000	0.00000	0.00595	0.00213	0.02168	0.00586	-0.22335	0.00622	0.00179	0.02181	0.00499	-0.25403	-0.16825	0.72336	-0.03822	0.49324	0.12909	0.01320	0.11528	0.01326	0.12116	0.01321	0.13749	0.01360	0.93807	0.01903	1.06555	0.01968	0.80997	0.03874	0.97623	0.35628	0.54919	0.00000	0.00000	100.00000	0.00000
806	172.05000	20.30585	21.42000	6.72187	60.40000	12.60317	89.83000	18.32051	0.40000	1.28841	0.06000	0.36932	0.01722	0.00451	0.02480	0.00642	-0.02528	0.01714	0.00361	0.02543	0.00525	-0.01561	-0.00114	0.48137	-0.12686	0.47549	0.05960	0.00753	0.03859	0.00671	0.04902	0.00751	0.07078	0.00887	0.82087	0.04759	1.18871	0.05116	0.48586	0.06559	0.85776	0.22831	0.69249	18.00000	0.00000	82.00000	0.00000
807	286.13000	24.44817	15.06000	4.97558	141.37000	17.04092	129.31000	19.59474	0.39000	0.73342	0.03000	0.17059	0.03779	0.00562	0.03523	0.00609	-0.03512	0.03996	0.00481	0.03656	0.00554	-0.04615	-0.22333	0.34634	-0.15180	0.32797	0.07795	0.00692	0.04144	0.00574	0.06376	0.00693	0.09286	0.00772	0.81737	0.04041	1.19315	0.05422	0.36814	0.04234	0.80885	0.26626	0.77945	27.00000	0.00000	73.00000	0.00000
808	185.42000	22.25092	33.28000	12.35401	97.33000	18.07321	53.75000	15.25410	1.06000	2.10628	0.18000	0.57236	0.02804	0.00697	0.01568	0.00567	-0.06751	0.02773	0.00525	0.01545	0.00448	-0.03416	0.03082	0.52941	0.02831	0.63168	0.07463	0.01222	0.05277	0.01192	0.06320	0.01215	0.08690	0.01359	0.84439	0.04802	1.16661	0.05382	0.55070	0.07442	0.93571	0.49565	0.76375	31.00000	0.00000	69.00000	0.00000
809	131.21000	15.26584	89.38000	13.46461	13.61000	5.27995	28.22000	8.36968	0.00000	0.00000	0.00000	0.00000	0.00388	0.00180	0.00808	0.00285	-0.07988	0.00384	0.00149	0.00795	0.00236	-0.00236	-0.00188	0.83028	0.06147	0.71794	0.10101	0.01366	0.09503	0.01376	0.09614	0.01363	0.10659	0.01334	0.95108	0.01823	1.05688	0.02071	0.88929	0.03131	0.99303	0.45774	0.55810	0.00000	0.00000	100.00000	0.00000
810	283.19000	23.84059	36.63000	8.54477	72.84000	16.26451	173.71000	19.71867	0.01000	0.09950	0.00000	0.00000	0.02091	0.00564	0.04650	0.00608	0.01195	0.02053	0.00458	0.04897	0.00556	-0.00475	0.05887	0.50419	-0.20523	0.30415	0.09572	0.00867	0.06201	0.00835	0.08219	0.00881	0.11004	0.00940	0.85793	0.03415	1.15071	0.03636	0.48528	0.04940	0.88053	0.39675	0.78265	1.00000	0.00000	99.00000	0.00000
811	272.99000	28.83453	48.78000	13.20044	177.17000	27.83309	46.75000	11.60636	0.29000	0.93054	0.03000	0.17059	0.04987	0.00921	0.01323	0.00439	-0.08801	0.05002	0.00790	0.01326	0.00331	-0.00279	-0.01496	0.36938	-0.03445	0.67361	0.10904	0.01419	0.07748	0.01355	0.09402	0.01480	0.12447	0.01425	0.85998	0.04534	1.14452	0.03990	0.55567	0.05936	0.93794	0.50245	0.76873	14.00000	0.00000	86.00000	0.00000
812	194.52000	27.09114	0.00000	0.00000	41.73000	11.83711	42.29000	14.21358	110.50000	23.22822	9.49000	3.57350	0.04432	0.00820	0.04447	0.00872	0.81999	0.04291	0.00664	0.04307	0.00764	0.72918	0.13157	0.37337	0.13668	0.37702	0.04662	0.00830	0.00223	0.00201	0.00236	0.00289	0.07857	0.01340	0.05210	0.06708	1.69303	0.14350	0.02551	0.02159	0.23102	0.01002	0.96189	0.00000	100.00000	0.00000	0.00000
813	250.83000	29.26262	52.08000	14.84835	51.70000	13.40560	146.31000	28.64008	0.74000	1.98303	0.06000	0.27641	0.01500	0.00525	0.04191	0.01119	-0.08188	0.01478	0.00398	0.04145	0.00817	-0.11431	0.01189	0.62001	0.01357	0.49012	0.10848	0.01602	0.08002	0.01495	0.09367	0.01498	0.12362	0.01788	0.86266	0.04049	1.14103	0.04356	0.58989	0.06647	0.92760	0.34331	0.66635	24.00000	0.00000	76.00000	0.00000
814	75.32000	11.72167	13.25000	4.29273	61.43000	11.37388	0.64000	0.85463	0.00000	0.00000	0.00000	0.00000	0.01574	0.00325	0.00018	0.00031	-0.00100	0.01732	0.00321	0.00018	0.00024	0.00564	-0.36632	0.40284	-0.04109	0.70179	0.02626	0.00530	0.01830	0.00512	0.02125	0.00500	0.03185	0.00569	0.80543	0.06516	1.22069	0.08403	0.53603	0.08647	0.95147	0.56018	0.77838	0.00000	0.00000	100.00000	0.00000
815	225.21000	29.95406	0.01000	0.09950	74.91000	17.20761	68.21000	16.60018	82.08000	21.37367	5.61000	2.52545	0.04720	0.01017	0.04537	0.01047	0.50258	0.04425	0.00795	0.04236	0.00772	0.50709	0.26122	0.38700	0.26935	0.47540	0.05664	0.01062	0.01036	0.00476	0.01968	0.00785	0.08763	0.01579	0.34623	0.11649	1.55461	0.12631	0.10331	0.04426	0.54765	0.15585	0.89740	1.00000	99.00000	0.00000	0.00000
816	260.97000	22.19930	36.51000	6.89999	62.63000	14.53317	161.80000	19.16612	0.03000	0.22159	0.00000	0.00000	0.01717	0.00488	0.04307	0.00625	-0.14931	0.01766	0.00410	0.04561	0.00540	-0.11113	-0.13006	0.54884	-0.23053	0.33806	0.09013	0.00743	0.06001	0.00686	0.07743	0.00748	0.10405	0.00855	0.85875	0.03461	1.15499	0.03614	0.50561	0.04360	0.87119	0.27908	0.71319	2.00000	0.00000	98.00000	0.00000
817	286.27000	25.37000	79.32000	14.23298	139.46000	22.53727	67.35000	14.44187	0.14000	0.46947	0.02000	0.19900	0.03927	0.00793	0.01900	0.00500	-0.02004	0.03935	0.00637	0.01902	0.00409	-0.04555	-0.01942	0.41399	-0.02351	0.47146	0.13493	0.01363	0.10579	0.01325	0.12163	0.01326	0.14874	0.01519	0.90116	0.02906	1.10258	0.02710	0.65014	0.04806	0.94073	0.37357	0.66421	10.00000	0.00000	90.00000	0.00000
818	128.18000	21.09188	7.09000	9.02341	40.93000	13.00789	68.30000	17.01734	11.86000	10.05885	1.82000	1.77415	0.01651	0.00698	0.02433	0.00715	0.20290	0.01488	0.00510	0.02259	0.00560	0.17228	0.37799	0.81735	0.29128	0.60675	0.04489	0.01111	0.02447	0.01072	0.02830	0.01116	0.06052	0.01257	0.62083	0.12675	1.36496	0.14130	0.37619	0.11779	0.87466	0.51098	0.84754	71.00000	21.00000	8.00000	0.00000
819	192.74000	22.03480	107.86000	19.47410	13.54000	5.00284	71.34000	17.46323	0.00000	0.00000	0.00000	0.00000	0.00383	0.00158	0.02011	0.00617	0.17996	0.00382	0.00141	0.02011	0.00492	0.22945	0.01184	0.75876	-0.02776	0.59639	0.13062	0.01810	0.11865	0.01836	0.12377	0.01839	0.13824	0.01823	0.94642	0.01953	1.05956	0.02510	0.83400	0.04587	0.98352	0.43223	0.58650	0.00000	0.00000	100.00000	0.00000
820	157.87000	24.08595	62.74000	15.93275	7.18000	3.42748	87.95000	25.30548	0.00000	0.00000	0.00000	0.00000	0.00196	0.00112	0.02609	0.00881	0.19666	0.00202	0.00097	0.02479	0.00713	0.21997	-0.11622	0.90729	0.18295	0.54574	0.09113	0.01526	0.07711	0.01481	0.08254	0.01542	0.10048	0.01708	0.90363	0.04546	1.10485	0.06992	0.73732	0.07359	0.95464	0.31800	0.58127	0.00000	0.00000	100.00000	0.00000
821	165.79000	18.99647	106.50000	18.05187	56.25000	13.25019	3.04000	2.15833	0.00000	0.00000	0.00000	0.00000	0.01559	0.00471	0.00080	0.00058	0.02960	0.01586	0.00373	0.00086	0.00061	0.06993	-0.10526	0.52060	-0.10326	0.89443	0.12240	0.01720	0.11420	0.01736	0.11771	0.01744	0.12819	0.01723	0.96076	0.01527	1.04842	0.02008	0.87556	0.03857	0.99054	0.44710	0.56353	0.00000	0.00000	100.00000	0.00000
822	210.13000	18.23823	42.59000	7.85506	129.90000	17.33869	37.64000	10.37643	0.00000	0.00000	0.00000	0.00000	0.03608	0.00629	0.01053	0.00360	-0.06256	0.03661	0.00489	0.01061	0.00292	-0.03416	-0.06545	0.41830	-0.06022	0.60656	0.08506	0.00773	0.06175	0.00731	0.07397	0.00796	0.09649	0.00827	0.86888	0.03405	1.13578	0.04121	0.57638	0.05037	0.89165	0.26231	0.66854	0.00000	0.00000	100.00000	0.00000
823	197.79000	24.37798	6.28000	6.99297	116.70000	23.98687	51.40000	15.60641	23.41000	15.48812	2.61000	2.05862	0.04170	0.00859	0.02323	0.00942	0.06440	0.03949	0.00676	0.02109	0.00707	0.04322	0.22796	0.42673	0.34233	0.77886	0.06409	0.01279	0.03162	0.01109	0.04065	0.01251	0.08735	0.01492	0.62687	0.12081	1.37930	0.15643	0.32943	0.09061	0.85783	0.52497	0.87831	75.00000	23.00000	2.00000	0.00000
824	303.71000	28.19904	58.05000	16.35810	120.79000	18.87342	124.09000	22.00504	0.78000	1.33851	0.08000	0.27129	0.03441	0.00652	0.03515	0.00760	0.06537	0.03427	0.00539	0.03520	0.00627	0.06847	0.01429	0.39810	-0.00817	0.46207	0.12445	0.01503	0.08967	0.01485	0.10975	0.01560	0.13942	0.01523	0.88000	0.03213	1.12214	0.03346	0.56777	0.05611	0.94028	0.53227	0.78690	36.00000	0.00000	64.00000	0.00000
825	206.93000	19.74399	43.81000	8.23492	151.40000	18.98736	11.72000	4.57620	0.00000	0.00000	0.00000	0.00000	0.04045	0.00570	0.00334	0.00174	0.04761	0.04268	0.00535	0.00330	0.00129	0.02224	-0.21384	0.28900	-0.03730	0.80099	0.08237	0.00884	0.06047	0.00873	0.07274	0.00930	0.09260	0.00937	0.88162	0.03723	1.12560	0.03799	0.58503	0.05178	0.94108	0.49543	0.75814	0.00000	0.00000	100.00000	0.00000
826	180.63000	23.94730	67.06000	17.48761	106.77000	21.02706	6.80000	3.97744	0.00000	0.00000	0.00000	0.00000	0.02993	0.00710	0.00185	0.00133	0.01097	0.03010	0.00593	0.00192	0.00112	-0.02709	-0.02844	0.47514	-0.11207	0.88802	0.09875	0.01678	0.08287	0.01644	0.08990	0.01689	0.10890	0.01766	0.90793	0.03862	1.10538	0.04343	0.72465	0.06034	0.97648	0.51029	0.68094	0.00000	0.00000	100.00000	0.00000
827	373.97000	31.04689	47.75000	13.20331	193.69000	27.69140	130.72000	19.80812	1.81000	2.67094	0.25000	0.63836	0.05445	0.00916	0.03733	0.00739	-0.16004	0.05511	0.00794	0.03736	0.00581	-0.10968	-0.05107	0.33810	-0.01115	0.44319	0.13256	0.01423	0.08667	0.01391	0.11490	0.01401	0.15050	0.01430	0.86587	0.02944	1.13737	0.03831	0.49075	0.05102	0.92654	0.54488	0.81829	52.00000	0.00000	48.00000	0.00000
828	138.09000	17.59437	0.31000	1.24656	62.18000	11.13497	63.90000	11.51477	11.70000	5.96741	0.95000	1.12583	0.01850	0.00370	0.01852	0.00408	0.30083	0.02082	0.00365	0.02131	0.00389	0.26358	-0.44777	0.40972	-0.53417	0.42055	0.02578	0.00506	0.00727	0.00354	0.01359	0.00433	0.03911	0.00734	0.52152	0.10319	1.52717	0.14783	0.16489	0.06312	0.78904	0.50837	0.92098	9.00000	89.00000	0.00000	2.00000
829	346.70000	28.83314	11.76000	4.87056	172.33000	21.52118	162.09000	22.46468	0.52000	0.88859	0.01000	0.09950	0.04534	0.00591	0.04332	0.00627	0.00294	0.04872	0.00608	0.04583	0.00637	0.02821	-0.27994	0.30066	-0.21837	0.31577	0.08694	0.00615	0.04262	0.00581	0.07105	0.00704	0.10300	0.00728	0.81622	0.04087	1.18557	0.04660	0.33060	0.04235	0.74083	0.30315	0.86322	32.00000	0.00000	68.00000	0.00000
830	259.36000	22.34883	40.83000	10.31024	158.92000	18.68458	59.57000	14.52739	0.04000	0.19596	0.00000	0.00000	0.04276	0.00615	0.01694	0.00541	-0.17812	0.04481	0.00526	0.01680	0.00410	-0.09602	-0.18868	0.32066	-0.00238	0.62401	0.09559	0.01097	0.06573	0.01061	0.08256	0.01094	0.10925	0.01152	0.86244	0.03386	1.14470	0.03809	0.52868	0.05361	0.94122	0.55515	0.80096	4.00000	0.00000	96.00000	0.00000
831	206.65000	18.32614	57.69000	11.10288	53.12000	11.54234	95.82000	17.84286	0.02000	0.19900	0.00000	0.00000	0.01485	0.00413	0.02695	0.00624	0.14417	0.01498	0.00326	0.02701	0.00503	0.06314	-0.04954	0.56872	-0.02150	0.46125	0.09695	0.00938	0.07605	0.01010	0.08694	0.00974	0.10782	0.00966	0.89585	0.03109	1.11328	0.03167	0.65065	0.06016	0.91916	0.44864	0.76231	1.00000	0.00000	99.00000	0.00000
832	232.32000	25.82862	1.56000	2.49126	95.70000	15.36978	117.07000	15.71385	17.99000	10.47425	1.32000	1.07592	0.03019	0.00632	0.03446	0.00577	0.51921	0.03205	0.00570	0.03807	0.00555	0.39473	-0.24407	0.36101	-0.39063	0.31686	0.04907	0.00846	0.01675	0.00592	0.03246	0.00702	0.06600	0.01036	0.65987	0.07330	1.35186	0.09714	0.20823	0.05729	0.78721	0.45211	0.89694	51.00000	49.00000	0.00000	0.00000
833	272.50000	24.37519	69.71000	15.22386	29.95000	7.96665	172.84000	23.43703	0.00000	0.00000	0.00000	0.00000	0.00846	0.00260	0.04820	0.00785	-0.08337	0.00844	0.00225	0.04872	0.00661	-0.02489	0.00639	0.58838	-0.04749	0.36200	0.12228	0.01501	0.09396	0.01516	0.10989	0.01532	0.13548	0.01485	0.89720	0.03264	1.11022	0.03478	0.62738	0.05544	0.96438	0.61162	0.79731	0.00000	0.00000	100.00000	0.00000
834	125.91000	24.26359	21.21000	13.00407	36.36000	15.79273	63.11000	20.64795	5.23000	7.67184	0.99000	1.62785	0.01260	0.00749	0.02131	0.00930	0.16781	0.01172	0.00565	0.01926	0.00664	0.12737	0.18336	0.89758	0.32779	0.81499	0.05622	0.01361	0.03926	0.01323	0.04300	0.01372	0.07092	0.01533	0.75520	0.11964	1.27792	0.14897	0.54151	0.12877	0.88521	0.38654	0.75695	63.00000	1.00000	36.00000	0.00000
835	257.70000	26.23528	87.29000	14.17907	26.65000	7.66078	143.76000	22.90857	0.00000	0.00000	0.00000	0.00000	0.00759	0.00304	0.04059	0.00745	-0.17706	0.00751	0.00216	0.04052	0.00646	-0.03250	-0.01121	0.81686	0.00668	0.40222	0.13260	0.01448	0.10851	0.01337	0.12166	0.01446	0.14405	0.01501	0.91671	0.01971	1.08712	0.02219	0.69752	0.03893	0.96658	0.28343	0.51868	0.00000	0.00000	100.00000	0.00000
836	255.17000	25.38348	9.96000	6.14316	142.96000	19.53045	97.73000	16.93154	4.52000	4.02114	0.43000	0.77788	0.03860	0.00572	0.02875	0.00606	0.01677	0.04157	0.00573	0.02882	0.00515	0.09649	-0.28369	0.34956	-0.01743	0.45452	0.06725	0.00872	0.03357	0.00779	0.05242	0.00814	0.08288	0.01008	0.77840	0.04906	1.23480	0.05525	0.33673	0.05948	0.87630	0.53288	0.87123	88.00000	1.00000	11.00000	0.00000
837	141.53000	16.36732	18.57000	4.79010	6.53000	3.41893	116.43000	14.21848	0.00000	0.00000	0.00000	0.00000	0.00186	0.00122	0.02773	0.00389	0.07923	0.00184	0.00096	0.03282	0.00401	0.11339	-0.04740	0.87948	-0.63070	0.33920	0.04067	0.00597	0.02588	0.00521	0.03309	0.00599	0.04891	0.00669	0.81109	0.05870	1.20628	0.06530	0.47056	0.05638	0.93945	0.52369	0.78099	0.00000	0.00000	100.00000	0.00000
838	247.72000	23.01047	74.78000	16.23612	45.38000	11.71049	127.55000	19.10203	0.01000	0.09950	0.00000	0.00000	0.01279	0.00401	0.03563	0.00653	-0.08067	0.01279	0.00331	0.03596	0.00539	-0.03162	-0.01974	0.61776	-0.04357	0.36579	0.12087	0.01531	0.09666	0.01548	0.10981	0.01564	0.13317	0.01542	0.90698	0.02730	1.10363	0.03279	0.66945	0.05327	0.97135	0.59008	0.76289	1.00000	0.00000	99.00000	0.00000
839	114.62000	19.83269	28.20000	11.87603	79.84000	17.59529	6.58000	2.82906	0.00000	0.00000	0.00000	0.00000	0.02330	0.00684	0.00188	0.00106	-0.02718	0.02250	0.00496	0.00185	0.00080	-0.17894	0.11298	0.60485	0.00041	0.96277	0.05365	0.01340	0.04106	0.01230	0.04475	0.01291	0.06336	0.01443	0.82882	0.07035	1.18976	0.07696	0.61970	0.08303	0.96768	0.49425	0.69144	0.00000	0.00000	100.00000	0.00000
840	169.15000	19.48403	12.78000	6.04910	93.40000	14.71530	61.52000	13.92658	1.45000	2.20624	0.14000	0.40050	0.02569	0.00483	0.01779	0.00519	-0.09993	0.02674	0.00424	0.01775	0.00410	-0.00773	-0.16053	0.38787	-0.01027	0.59777	0.05177	0.00727	0.03003	0.00690	0.04063	0.00720	0.06417	0.00834	0.78268	0.06029	1.24302	0.06253	0.41292	0.07027	0.88872	0.51899	0.84931	48.00000	1.00000	51.00000	0.00000
841	242.97000	25.09520	66.82000	18.27314	112.40000	23.82981	63.23000	13.46392	0.52000	1.56512	0.14000	0.56604	0.03201	0.00897	0.01807	0.00553	0.01391	0.03183	0.00674	0.01797	0.00390	0.01110	-0.01014	0.56029	-0.00641	0.64210	0.11647	0.01676	0.09143	0.01694	0.10423	0.01708	0.12978	0.01726	0.89307	0.03113	1.11634	0.03588	0.65011	0.06831	0.95058	0.46097	0.71004	16.00000	0.00000	84.00000	0.00000
842	238.14000	28.87803	117.11000	20.97660	7.34000	3.56152	113.69000	20.51180	0.00000	0.00000	0.00000	0.00000	0.00214	0.00139	0.03251	0.00706	-0.04284	0.00207	0.00100	0.03205	0.00578	-0.03524	0.01258	1.01184	0.04863	0.44801	0.15110	0.02206	0.13378	0.02182	0.14216	0.02208	0.16059	0.02229	0.93945	0.02174	1.06422	0.02180	0.79606	0.04569	0.98682	0.50671	0.63720	0.00000	0.00000	100.00000	0.00000
843	146.63000	16.79563	0.01000	0.09950	60.06000	10.06958	80.35000	12.59792	6.21000	4.41655	0.39000	0.61474	0.01539	0.00317	0.01733	0.00327	0.31033	0.01868	0.00316	0.02440	0.00392	0.13461	-0.71668	0.41380	-1.18292	0.29956	0.02079	0.00384	0.00443	0.00198	0.01083	0.00302	0.03233	0.00557	0.51793	0.09639	1.56634	0.15289	0.11951	0.04070	0.78073	0.52688	0.93563	1.00000	94.00000	0.00000	5.00000
844	301.40000	26.31501	26.74000	10.40829	136.20000	20.14497	137.16000	21.91653	1.30000	2.06640	0.09000	0.34914	0.03795	0.00713	0.03856	0.00792	-0.10916	0.03876	0.00583	0.03903	0.00626	-0.06912	-0.09326	0.38584	-0.06132	0.41671	0.09660	0.01063	0.05835	0.01035	0.08201	0.01072	0.11206	0.01175	0.84771	0.03971	1.16127	0.03693	0.43797	0.05749	0.88537	0.50253	0.84466	59.00000	0.00000	41.00000	0.00000
845	376.47000	38.97447	27.86000	12.15567	196.71000	30.35796	142.31000	25.64671	9.59000	7.55526	0.91000	0.91755	0.05845	0.01165	0.04380	0.01058	0.08242	0.05815	0.00937	0.04282	0.00819	0.05433	0.00846	0.34217	0.06449	0.40697	0.12119	0.01655	0.07006	0.01413	0.09975	0.01578	0.14296	0.01912	0.82156	0.04587	1.18106	0.04821	0.41224	0.05963	0.86932	0.36369	0.77269	98.00000	0.00000	2.00000	0.00000
846	321.35000	32.55591	88.13000	19.43690	156.26000	28.10680	76.82000	20.02867	0.14000	0.60033	0.02000	0.14000	0.04478	0.00986	0.02145	0.00706	-0.02157	0.04408	0.00793	0.02169	0.00567	-0.01222	0.05248	0.40921	-0.08233	0.52852	0.15184	0.01910	0.11872	0.01892	0.13695	0.01853	0.16670	0.01991	0.90124	0.02870	1.09900	0.02565	0.64635	0.05761	0.95019	0.45647	0.70944	6.00000	0.00000	94.00000	0.00000
847	249.83000	31.79656	4.11000	6.23682	101.67000	22.24368	101.61000	21.84852	42.44000	20.09643	3.52000	2.19308	0.04472	0.01219	0.04434	0.01165	0.27838	0.04062	0.00898	0.04060	0.00853	0.27360	0.38370	0.56787	0.35121	0.46955	0.07595	0.01403	0.03142	0.01178	0.04559	0.01151	0.10418	0.01647	0.59890	0.09388	1.38512	0.14600	0.26565	0.08471	0.74071	0.36763	0.88850	69.00000	31.00000	0.00000	0.00000
848	220.85000	25.91539	68.24000	17.68509	3.69000	2.13399	148.92000	26.61003	0.00000	0.00000	0.00000	0.00000	0.00108	0.00074	0.04354	0.01052	-0.08713	0.00104	0.00060	0.04198	0.00750	-0.06330	0.08958	1.02318	0.12636	0.48174	0.11205	0.01734	0.08975	0.01711	0.10042	0.01721	0.12429	0.01822	0.89477	0.03928	1.11116	0.03894	0.67185	0.06814	0.95379	0.41949	0.66921	0.00000	0.00000	100.00000	0.00000
849	296.73000	27.81361	49.77000	15.78471	119.34000	24.21207	125.88000	19.53370	1.74000	2.67066	0.25000	0.57228	0.03418	0.00927	0.03681	0.00781	0.18566	0.03413	0.00706	0.03597	0.00581	0.13664	-0.02998	0.50846	0.08393	0.46655	0.11853	0.01511	0.08303	0.01472	0.10269	0.01480	0.13499	0.01590	0.86547	0.04239	1.14129	0.04852	0.54466	0.06970	0.90264	0.41506	0.76193	49.00000	0.00000	51.00000	0.00000
850	225.89000	24.66978	0.02000	0.19900	90.02000	17.52654	64.64000	15.46320	71.21000	18.66456	5.09000	2.37105	0.04409	0.00792	0.03997	0.00844	0.47173	0.04545	0.00656	0.03829	0.00667	0.37370	-0.13063	0.38955	0.17516	0.47650	0.05035	0.00805	0.00832	0.00357	0.01864	0.00628	0.07973	0.01157	0.36958	0.10750	1.59631	0.16727	0.09245	0.03899	0.49083	0.15588	0.93113	1.00000	99.00000	0.00000	0.00000
